age,churn,contract,country,customer_id,dependents,deviceprotection,discount_offered,gender,internetservice,last_activity,monthlycharges,multiplelines,onlinebackup,onlinesecurity,paperlessbilling,partner,paymentmethod,phoneservice,product_category,purchase_amount,region,satisfaction_score,seniorcitizen,streamingmovies,streamingtv,support_tickets_raised,techsupport,tenure,totalcharges,transaction_date,transaction_id,user_name
,No,Two year,,TEL_6217-KDYWC,Yes,No internet service,,Male,No,,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,57.0,1170.55,,,
,Yes,Month-to-month,,TEL_0390-DCFDQ,No,No,,Female,Fiber optic,,70.45,No,No,No,Yes,Yes,Mailed check,Yes,,,,,1,No,No,,No,1.0,70.45,,,
,No,Two year,,TEL_3146-MSEGF,Yes,Yes,,Female,DSL,,88.05,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,1,Yes,Yes,,Yes,72.0,6425.65,,,
,Yes,Month-to-month,,TEL_4080-OGPJL,No,No,,Female,DSL,,71.15,Yes,No,Yes,No,No,Electronic check,Yes,,,,,0,Yes,No,,Yes,8.0,563.65,,,
,No,Two year,,TEL_1095-WGNGG,No,No,,Female,Fiber optic,,101.05,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,No,61.0,5971.25,,,
,No,One year,,TEL_2636-SJDOU,No,No,,Male,Fiber optic,,84.3,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,,,,,0,No,No,,No,64.0,5289.05,,,
,No,Two year,,TEL_1131-QQZEB,No,No internet service,,Male,No,,23.95,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,,,,,1,No internet service,No internet service,,No internet service,71.0,1756.2,,,
,No,Two year,,TEL_5716-EZXZN,Yes,No,,Female,Fiber optic,,99.05,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,No,Yes,,Yes,65.0,6416.7,,,
,No,One year,,TEL_6837-BJYDQ,No,No internet service,,Male,No,,19.6,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,3.0,61.35,,,
,Yes,Month-to-month,,TEL_2135-RXIHG,No,No,,Male,DSL,,45.65,No,No,No,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,1.0,45.65,,,
,No,One year,,TEL_6440-DKQGE,Yes,Yes,,Male,DSL,,64.5,No,Yes,No,No,No,Credit card (automatic),Yes,,,,,0,No,Yes,,No,30.0,1929.95,,,
,No,Month-to-month,,TEL_3466-BYAVD,Yes,Yes,,Male,DSL,,69.5,No,Yes,No,Yes,Yes,Mailed check,Yes,,,,,0,Yes,No,,Yes,15.0,1071.4,,,
,No,Month-to-month,,TEL_3780-YVMFA,Yes,No,,Female,DSL,,68.55,No,No,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,8.0,564.35,,,
,Yes,Month-to-month,,TEL_3874-EQOEP,No,No,,Male,Fiber optic,,95.0,Yes,No,No,No,No,Mailed check,Yes,,,,,0,Yes,Yes,,No,7.0,655.5,,,
,No,One year,,TEL_1679-JRFBR,Yes,Yes,,Female,Fiber optic,,108.15,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,No,70.0,7930.55,,,
,No,Two year,,TEL_9073-ZZIAY,Yes,Yes,,Male,DSL,,86.1,No,Yes,Yes,No,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,62.0,5215.25,,,
,No,Month-to-month,,TEL_3077-RSNTJ,Yes,No internet service,,Female,No,,19.7,No,No internet service,No internet service,No,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,6.0,113.5,,,
,No,Month-to-month,,TEL_6551-GNYDG,Yes,No,,Female,Fiber optic,,80.9,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,No,,No,14.0,1152.8,,,
,No,Month-to-month,,TEL_9167-APMXZ,No,No,,Female,Fiber optic,,84.15,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,No,Yes,,No,22.0,1821.95,,,
,No,One year,,TEL_2749-CTKAJ,Yes,No internet service,,Male,No,,20.15,No,No internet service,No internet service,No,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,22.0,419.9,,,
,No,Two year,,TEL_6371-NZYEG,Yes,Yes,,Male,DSL,,64.25,No,No,Yes,No,Yes,Mailed check,Yes,,,,,0,No,Yes,,No,16.0,1024,,,
,No,Two year,,TEL_7554-NEWDD,No,No internet service,,Male,No,,25.7,Yes,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,10.0,251.6,,,
,No,Month-to-month,,TEL_8992-VONJD,Yes,No,,Female,DSL,,56.0,No,Yes,Yes,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,13.0,764.55,,,
,Yes,Month-to-month,,TEL_0867-MKZVY,No,No,,Female,Fiber optic,,82.4,Yes,No,Yes,No,Yes,Electronic check,Yes,,,,,0,No,No,,No,20.0,1592.35,,,
,No,Month-to-month,,TEL_4482-EWFMI,No,No,,Female,Fiber optic,,69.7,No,No,No,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,2.0,135.2,,,
,No,Two year,,TEL_4648-YPBTM,No,Yes,,Male,DSL,,73.9,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,Yes,No,,Yes,53.0,3958.25,,,
,No,One year,,TEL_2907-ILJBN,Yes,No internet service,,Female,No,,20.6,No,No internet service,No internet service,No,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,11.0,233.9,,,
,No,Two year,,TEL_6345-FZOQH,No,No internet service,,Male,No,,19.9,No,No internet service,No internet service,No,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,69.0,1363.45,,,
,Yes,Month-to-month,,TEL_3376-BMGFE,No,No,,Female,Fiber optic,,70.9,No,No,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,No,No,,No,4.0,273,,,
,No,Two year,,TEL_5997-OPVFA,No,Yes,,Male,DSL,,89.05,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,72.0,6254.45,,,
,Yes,Month-to-month,,TEL_3445-HXXGF,No,Yes,,Male,DSL,,45.3,No phone service,Yes,No,Yes,Yes,Electronic check,No,,,,,1,Yes,No,,No,58.0,2651.2,,,
,No,Month-to-month,,TEL_1159-WFSGR,Yes,No internet service,,Female,No,,20.4,No,No internet service,No internet service,No,Yes,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,16.0,321.4,,,
,No,One year,,TEL_7654-YWJUF,No,Yes,,Male,Fiber optic,,84.25,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,No,No,,Yes,43.0,3539.25,,,
,Yes,Month-to-month,,TEL_1875-QIVME,No,Yes,,Female,Fiber optic,,104.4,Yes,No,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,2.0,242.8,,,
,No,Two year,,TEL_6727-IOTLZ,No,Yes,,Male,DSL,,81.95,No,Yes,No,No,Yes,Mailed check,Yes,,,,,0,Yes,Yes,,Yes,14.0,1181.75,,,
,Yes,One year,,TEL_0691-JVSYA,No,Yes,,Female,Fiber optic,,94.85,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,No,53.0,5000.2,,,
,No,One year,,TEL_5918-VUKWP,No,No internet service,,Female,No,,20.55,No,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,32.0,654.55,,,
,No,Month-to-month,,TEL_1744-JHKYS,No,No internet service,,Female,No,,24.7,Yes,No internet service,No internet service,No,Yes,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,34.0,780.2,,,
,Yes,Month-to-month,,TEL_2656-FMOKZ,No,No,,Female,Fiber optic,,74.45,Yes,No,No,Yes,No,Mailed check,Yes,,,,,1,No,No,,No,15.0,1145.7,,,
,Yes,Month-to-month,,TEL_2070-FNEXE,No,No,,Female,Fiber optic,,76.45,No,No,Yes,No,No,Bank transfer (automatic),Yes,,,,,1,No,No,,No,7.0,503.6,,,
,No,Month-to-month,,TEL_5947-SGKCL,Yes,Yes,,Female,Fiber optic,,105.35,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,No,15.0,1559.25,,,
,No,One year,,TEL_3712-PKXZA,No,No internet service,,Male,No,,20.55,No,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,61.0,1252,,,
,Yes,Month-to-month,,TEL_6317-YPKDH,No,No,,Female,DSL,,29.95,No phone service,Yes,No,No,No,Bank transfer (automatic),No,,,,,0,No,No,,No,1.0,29.95,,,
,No,Month-to-month,,TEL_6582-OIVSP,No,No,,Female,DSL,,45.3,No,No,No,No,No,Mailed check,Yes,,,,,0,No,No,,No,1.0,45.3,,,
,Yes,Month-to-month,,TEL_9367-WXLCH,No,No,,Male,Fiber optic,,84.5,Yes,No,No,No,No,Bank transfer (automatic),Yes,,,,,0,Yes,No,,No,8.0,662.65,,,
,No,One year,,TEL_5524-KHNJP,Yes,Yes,,Male,DSL,,74.75,No,No,Yes,No,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,No,33.0,2453.3,,,
,Yes,Month-to-month,,TEL_1918-ZBFQJ,No,Yes,,Female,Fiber optic,,79.25,No,Yes,No,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,13.0,1111.65,,,
,Yes,Month-to-month,,TEL_1024-GUALD,No,No,,Female,DSL,,24.8,No phone service,No,No,Yes,Yes,Electronic check,No,,,,,0,No,No,,No,1.0,24.8,,,
,No,Month-to-month,,TEL_4827-USJHP,No,No,,Male,DSL,,51.8,No,Yes,No,Yes,No,Mailed check,Yes,,,,,0,No,No,,No,20.0,1023.85,,,
,No,Month-to-month,,TEL_8167-GJLRN,No,No,,Male,DSL,,30.4,No phone service,No,No,No,No,Electronic check,No,,,,,0,No,No,,Yes,3.0,82.15,,,
,No,One year,,TEL_0956-SYCWG,No,No internet service,,Female,No,,19.65,No,No internet service,No internet service,No,No,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,13.0,244.8,,,
,No,Month-to-month,,TEL_8017-UVSZU,No,No,,Female,DSL,,56.6,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,,,,,0,No,No,,No,40.0,2379.1,,,
,No,One year,,TEL_7100-FQPRV,Yes,No,,Male,DSL,,71.9,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,No,,Yes,43.0,3173.35,,,
,Yes,Month-to-month,,TEL_2472-OVKUP,No,Yes,,Male,Fiber optic,,91.0,No,Yes,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,No,,No,6.0,531,,,
,No,Two year,,TEL_2984-RGEYA,Yes,No internet service,,Female,No,,19.75,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,69.0,1375.4,,,
,No,Two year,,TEL_9680-NIAUV,Yes,Yes,,Female,Fiber optic,,109.7,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,No,72.0,8129.3,,,
,No,Two year,,TEL_2146-EGVDT,Yes,No internet service,,Male,No,,19.3,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,59.0,1192.7,,,
,No,Month-to-month,,TEL_2604-IJPDU,No,No,,Female,Fiber optic,,96.55,No,Yes,Yes,Yes,Yes,Electronic check,Yes,,,,,0,No,Yes,,Yes,20.0,1901.65,,,
,No,Two year,,TEL_9178-JHUVJ,Yes,No internet service,,Male,No,,24.1,Yes,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,24.0,587.4,,,
,No,Month-to-month,,TEL_6168-YBYNP,No,Yes,,Male,Fiber optic,,111.35,Yes,Yes,No,Yes,No,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,59.0,6519.75,,,
,No,Two year,,TEL_7255-SSFBC,Yes,Yes,,Male,Fiber optic,,112.25,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,72.0,8041.65,,,
,No,Month-to-month,,TEL_3645-DEYGF,Yes,No internet service,,Male,No,,20.75,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,1.0,20.75,,,
,No,One year,,TEL_9323-HGFWY,No,No,,Female,Fiber optic,,101.9,No,No,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,27.0,2681.15,,,
,No,Month-to-month,,TEL_8544-GOQSH,No,No,,Female,Fiber optic,,80.05,No,Yes,No,Yes,No,Credit card (automatic),Yes,,,,,0,No,No,,Yes,14.0,1112.3,,,
,No,Two year,,TEL_3363-DTIVD,Yes,Yes,,Male,Fiber optic,,105.55,Yes,No,Yes,No,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,No,71.0,7405.5,,,
,No,Month-to-month,,TEL_7018-WBJNK,Yes,No,,Male,Fiber optic,,78.3,No,No,No,Yes,No,Credit card (automatic),Yes,,,,,0,No,Yes,,No,13.0,1033.95,,,
,No,Month-to-month,,TEL_9142-KZXOP,No,No,,Male,Fiber optic,,68.85,No,No,No,No,No,Credit card (automatic),Yes,,,,,0,No,No,,No,44.0,2958.95,,,
,No,One year,,TEL_7674-YTAFD,No,No,,Female,Fiber optic,,79.95,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,No,No,,Yes,33.0,2684.85,,,
,No,Two year,,TEL_6348-SNFUS,Yes,Yes,,Male,DSL,,55.45,No phone service,Yes,Yes,Yes,Yes,Credit card (automatic),No,,,,,0,Yes,No,,Yes,72.0,4179.2,,,
,Yes,Month-to-month,,TEL_1285-OKIPP,No,No,,Male,Fiber optic,,79.9,No,No,No,No,No,Electronic check,Yes,,,,,0,Yes,No,,No,1.0,79.9,,,
,Yes,Month-to-month,,TEL_7825-ECJRF,No,Yes,,Female,Fiber optic,,106.6,No,No,Yes,Yes,No,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,19.0,1934.45,,,
,No,One year,,TEL_1347-KTTTA,No,Yes,,Male,Fiber optic,,102.45,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,64.0,6654.1,,,
,Yes,Month-to-month,,TEL_7841-TZDMQ,No,No,,Male,DSL,,46.0,No,No,No,Yes,No,Credit card (automatic),Yes,,,,,0,No,No,,No,2.0,84.5,,,
,No,Month-to-month,,TEL_4195-NZGTA,No,No,,Female,DSL,,25.25,No phone service,No,No,No,No,Electronic check,No,,,,,0,No,No,,No,1.0,25.25,,,
,No,Two year,,TEL_7157-SMCFK,Yes,No internet service,,Male,No,,19.75,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,61.0,1124.2,,,
,No,One year,,TEL_4709-LKHYG,Yes,No internet service,,Female,No,,20.0,No,No internet service,No internet service,No,Yes,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,29.0,540.05,,,
,No,Month-to-month,,TEL_2504-DSHIH,No,No,,Male,Fiber optic,,86.8,Yes,No,No,No,Yes,Electronic check,Yes,,,,,1,Yes,No,,No,23.0,1975.85,,,
,No,Month-to-month,,TEL_0699-NDKJM,No,Yes,,Female,DSL,,58.75,No phone service,Yes,Yes,Yes,Yes,Bank transfer (automatic),No,,,,,0,Yes,Yes,,No,57.0,3437.45,,,
,No,Two year,,TEL_9286-BHDQG,Yes,Yes,,Male,DSL,,45.25,No phone service,Yes,Yes,No,Yes,Credit card (automatic),No,,,,,0,No,No,,Yes,72.0,3139.8,,,
,No,Two year,,TEL_0230-WEQUW,No,Yes,,Male,DSL,,56.6,No phone service,Yes,Yes,Yes,Yes,Bank transfer (automatic),No,,,,,0,No,Yes,,Yes,66.0,3789.2,,,
,No,Two year,,TEL_2040-LDIWQ,Yes,Yes,,Male,DSL,,84.2,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,65.0,5324.5,,,
,No,Month-to-month,,TEL_6496-JDSSB,No,No,,Female,Fiber optic,,80.0,No,No,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,No,Yes,,No,8.0,624.6,,,
,Yes,Month-to-month,,TEL_9408-SSNVZ,No,No,,Female,Fiber optic,,70.15,No,No,No,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,4.0,268.35,,,
,No,Two year,,TEL_4443-EMBNA,No,No internet service,,Female,No,,24.75,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,71.0,1836.9,,,
,No,One year,,TEL_6469-MRVET,Yes,No internet service,,Male,No,,20.2,No,No internet service,No internet service,Yes,Yes,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,1.0,20.2,,,
,Yes,Month-to-month,,TEL_0742-MOABM,No,No,,Male,DSL,,50.05,No,No,No,No,Yes,Mailed check,Yes,,,,,0,No,No,,Yes,4.0,179.35,,,
,No,One year,,TEL_5961-VUSRV,No,No internet service,,Female,No,,19.35,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,12.0,219.35,,,
,No,One year,,TEL_6778-JFCMK,No,No,,Male,DSL,,50.6,No phone service,No,Yes,Yes,No,Mailed check,No,,,,,0,Yes,Yes,,No,24.0,1288.75,,,
,No,One year,,TEL_6341-JVQGF,Yes,Yes,,Female,DSL,,81.15,No,No,Yes,Yes,Yes,Mailed check,Yes,,,,,0,Yes,Yes,,Yes,31.0,2545.75,,,
,Yes,Month-to-month,,TEL_2232-DMLXU,No,No,,Female,DSL,,55.2,No,No,No,No,Yes,Mailed check,Yes,,,,,0,No,Yes,,No,1.0,55.2,,,
,No,Month-to-month,,TEL_4811-JBUVU,No,No,,Male,Fiber optic,,89.9,Yes,No,No,Yes,No,Credit card (automatic),Yes,,,,,0,Yes,No,,Yes,30.0,2723.15,,,
,No,Two year,,TEL_0945-TSONX,Yes,No,,Female,DSL,,85.3,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,47.0,4107.25,,,
,No,Two year,,TEL_2651-ZCBXV,No,No,,Male,Fiber optic,,108.0,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,54.0,5760.65,,,
,No,Month-to-month,,TEL_3316-UWXUY,No,No,,Male,Fiber optic,,93.5,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,,,,,0,Yes,No,,Yes,50.0,4747.5,,,
,Yes,Month-to-month,,TEL_8937-RDTHP,No,No,,Male,Fiber optic,,84.6,No,No,Yes,Yes,No,Mailed check,Yes,,,,,0,Yes,No,,No,1.0,84.6,,,
,No,Two year,,TEL_7083-MIOPC,No,No internet service,,Female,No,,20.25,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,72.0,1566.9,,,
,No,Month-to-month,,TEL_1984-GPTEH,No,No internet service,,Female,No,,25.15,Yes,No internet service,No internet service,No,No,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,29.0,702,,,
,Yes,Month-to-month,,TEL_1251-KRREG,No,No,,Male,DSL,,54.4,Yes,Yes,No,Yes,No,Mailed check,Yes,,,,,0,No,No,,No,2.0,114.1,,,
,No,Two year,,TEL_0621-JFHOL,No,No,,Female,DSL,,29.6,No phone service,No,No,Yes,No,Mailed check,No,,,,,0,No,No,,Yes,10.0,299.05,,,
,No,Month-to-month,,TEL_9903-LYSAB,No,No,,Male,Fiber optic,,73.15,Yes,No,No,Yes,Yes,Electronic check,Yes,,,,,0,No,No,,No,18.0,1305.95,,,
,Yes,Month-to-month,,TEL_0094-OIFMO,No,No,,Female,Fiber optic,,95.0,No,Yes,No,Yes,No,Electronic check,Yes,,,,,1,Yes,Yes,,No,11.0,1120.3,,,
,No,Two year,,TEL_9227-UAQFT,No,No internet service,,Male,No,,19.75,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,16.0,284.35,,,
,No,Two year,,TEL_7301-ABVAD,No,Yes,,Female,DSL,,86.6,Yes,Yes,No,No,No,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,72.0,6350.5,,,
,No,Two year,,TEL_6614-FHDBO,No,Yes,,Male,Fiber optic,,109.2,Yes,Yes,No,No,No,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,72.0,7878.3,,,
,No,One year,,TEL_7576-ASEJU,Yes,No,,Female,DSL,,74.7,No,No,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,41.0,3187.65,,,
,No,Month-to-month,,TEL_9058-HRZSV,No,Yes,,Female,Fiber optic,,94.4,No,Yes,Yes,No,Yes,Electronic check,Yes,,,,,1,Yes,No,,No,65.0,6126.15,,,
,No,Month-to-month,,TEL_4522-AKYLR,No,Yes,,Female,DSL,,54.8,No,Yes,No,Yes,No,Electronic check,Yes,,,,,1,No,No,,No,13.0,731.3,,,
,No,Month-to-month,,TEL_0221-WMXNQ,No,No,,Male,Fiber optic,,75.35,No,No,Yes,No,No,Electronic check,Yes,,,,,1,No,No,,No,4.0,273.4,,,
,No,One year,,TEL_0303-UNCIP,No,Yes,,Male,DSL,,65.0,Yes,No,No,No,No,Mailed check,Yes,,,,,0,Yes,No,,No,41.0,2531.8,,,
,Yes,Month-to-month,,TEL_9947-OTFQU,No,No,,Male,Fiber optic,,74.4,No,Yes,No,Yes,No,Electronic check,Yes,,,,,1,No,No,,No,15.0,1074.3,,,
,Yes,Month-to-month,,TEL_0322-YINQP,No,No,,Male,DSL,,48.55,No,No,Yes,Yes,No,Mailed check,Yes,,,,,0,No,No,,No,1.0,48.55,,,
,No,One year,,TEL_0959-WHOKV,No,Yes,,Male,Fiber optic,,99.0,Yes,Yes,Yes,Yes,No,Electronic check,Yes,,,,,0,Yes,No,,No,42.0,4298.45,,,
,No,One year,,TEL_4075-JFPGR,No,Yes,,Female,Fiber optic,,93.5,No,Yes,Yes,Yes,Yes,Electronic check,Yes,,,,,0,No,Yes,,No,51.0,4619.55,,,
,Yes,Month-to-month,,TEL_4629-NRXKX,Yes,No,,Female,Fiber optic,,70.4,No,No,No,No,Yes,Electronic check,Yes,,,,,0,No,No,,No,2.0,147.15,,,
,Yes,Month-to-month,,TEL_9514-JDSKI,No,No,,Male,DSL,,40.2,No phone service,Yes,No,No,Yes,Electronic check,No,,,,,1,No,Yes,,No,1.0,40.2,,,
,No,One year,,TEL_3282-ZISZV,Yes,Yes,,Male,DSL,,83.7,Yes,Yes,No,No,No,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,32.0,2633.3,,,
,No,Month-to-month,,TEL_3675-YDUPJ,No,No internet service,,Male,No,,19.85,No,No internet service,No internet service,Yes,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,10.0,193.05,,,
,No,Two year,,TEL_4111-BNXIF,Yes,Yes,,Female,DSL,,59.55,No phone service,Yes,No,Yes,Yes,Electronic check,No,,,,,0,Yes,Yes,,Yes,67.0,4103.9,,,
,No,Two year,,TEL_7017-VFHAY,Yes,Yes,,Female,Fiber optic,,115.1,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,61.0,7008.15,,,
,No,One year,,TEL_6655-LHBYW,No,Yes,,Male,Fiber optic,,114.35,Yes,Yes,Yes,No,No,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,50.0,5791.1,,,
,Yes,Month-to-month,,TEL_4959-JOSRX,No,No,,Female,DSL,,44.6,No,No,No,Yes,Yes,Credit card (automatic),Yes,,,,,0,No,No,,No,2.0,80.55,,,
,No,Month-to-month,,TEL_5046-NUHWD,No,Yes,,Female,DSL,,45.0,No phone service,No,Yes,Yes,Yes,Electronic check,No,,,,,1,Yes,No,,No,29.0,1228.65,,,
,Yes,Month-to-month,,TEL_7273-TEFQD,No,Yes,,Male,DSL,,41.15,No phone service,No,No,Yes,No,Electronic check,No,,,,,1,Yes,No,,No,3.0,132.2,,,
,Yes,Month-to-month,,TEL_3606-TWKGI,No,Yes,,Male,Fiber optic,,106.9,Yes,Yes,No,Yes,No,Electronic check,Yes,,,,,1,Yes,Yes,,No,13.0,1364.3,,,
,No,Month-to-month,,TEL_7529-ZDFXI,No,No,,Male,Fiber optic,,89.85,Yes,Yes,No,Yes,Yes,Electronic check,Yes,,,,,1,Yes,No,,No,57.0,4925.35,,,
,No,Two year,,TEL_7605-BDWDC,No,No,,Female,DSL,,49.85,No phone service,Yes,Yes,Yes,No,Bank transfer (automatic),No,,,,,0,Yes,No,,Yes,31.0,1520.1,,,
,No,One year,,TEL_1950-KSVVJ,No,Yes,,Female,Fiber optic,,113.3,Yes,Yes,Yes,No,Yes,Mailed check,Yes,,,,,0,Yes,Yes,,Yes,45.0,5032.25,,,
,No,Two year,,TEL_0123-CRBRT,Yes,Yes,,Female,DSL,,88.1,Yes,Yes,Yes,No,Yes,Mailed check,Yes,,,,,0,Yes,Yes,,Yes,61.0,5526.75,,,
,No,Two year,,TEL_6292-TOSSS,No,No internet service,,Male,No,,24.9,Yes,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,50.0,1195.25,,,
,No,Month-to-month,,TEL_3197-ARFOY,No,No,,Female,Fiber optic,,105.0,No,Yes,Yes,Yes,No,Mailed check,Yes,,,,,1,Yes,Yes,,Yes,19.0,2007.25,,,
,Yes,Two year,,TEL_6323-AYBRX,No,No internet service,,Male,No,,19.35,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,59.0,1099.6,,,
,No,Two year,,TEL_7014-ZZXAW,No,No internet service,,Female,No,,24.25,Yes,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,71.0,1732.95,,,
,Yes,Month-to-month,,TEL_4385-GZQXV,No,No,,Female,Fiber optic,,94.45,No,No,No,Yes,No,Electronic check,Yes,,,,,1,Yes,Yes,,Yes,16.0,1511.2,,,
,No,Two year,,TEL_7633-MVPUY,No,No,,Male,DSL,,59.75,No,Yes,Yes,Yes,Yes,Electronic check,Yes,,,,,0,No,No,,Yes,57.0,3450.15,,,
,Yes,Month-to-month,,TEL_6366-ZGQGL,No,No,,Male,DSL,,24.8,No phone service,No,No,No,No,Bank transfer (automatic),No,,,,,0,No,No,,No,1.0,24.8,,,
,No,Month-to-month,,TEL_4716-HHKQH,No,No,,Male,Fiber optic,,107.05,Yes,Yes,No,No,Yes,Electronic check,Yes,,,,,1,Yes,Yes,,Yes,20.0,2172.05,,,
,Yes,Month-to-month,,TEL_5940-AHUHD,No,No,,Male,Fiber optic,,70.6,No,No,No,No,No,Mailed check,Yes,,,,,0,No,No,,No,1.0,70.6,,,
,Yes,Month-to-month,,TEL_6432-TWQLB,No,No,,Male,Fiber optic,,85.4,Yes,Yes,No,Yes,Yes,Electronic check,Yes,,,,,0,No,No,,Yes,5.0,401.1,,,
,Yes,Month-to-month,,TEL_4484-GLZOU,No,Yes,,Female,Fiber optic,,105.05,Yes,Yes,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,No,52.0,5624.85,,,
